Transaction ID,Type,Date,Period,Document Number,Status,Posting,Entity,Account Number,Account Name,Memo,Item,Item Description,Quantity,Unit of Measure,Unit Price,Currency,Exchange Rate to USD,Amount (Foreign),Tax Amount (Foreign),Net Amount (Foreign),Amount (USD),Subsidiary,Location,Department,Class,Terms,Payment Method,Created From
TXN-0003376,Item Receipt,2024-07-29,Jul 2024,ITE-786549,Received,Yes,Fastly,1200,Inventory,Inventory receipt,SKU-ENSO-TEAM,Enso Team License,1.22,Each,1201.04,GBP,1.27,14309.83,715.49,15025.32,18173.48,Enso EU,US-West,Sales,Enterprise,,,
TXN-0003377,Invoice,2024-07-18,Jul 2024,INV-592492,Partially Paid,Yes,Massive Dynamic Partners,4000,Revenue,Inventory receipt,SKU-TRNG-01,Admin Training,2.63,Hour,518.57,USD,1.0,5298.03,0.0,5298.03,5298.03,Enso EU,US-West,R&D,Internal,Net 30,,
TXN-0003378,Bill,2024-07-28,Jul 2024,BIL-371782,Partially Paid,Yes,Google Cloud,6200,G&A Expense,Inventory receipt,SKU-SUP-STD,Standard Support,1.56,Month,172.26,EUR,1.09,5097.39,484.25,5581.64,5556.16,Enso UK,US-East,Finance,SMB,Net 30,,
TXN-0003379,Invoice,2024-07-18,Jul 2024,INV-320391,Paid In Full,Yes,Cyberdyne Corp,4000,Revenue,Monthly charge,SKU-TRNG-01,Admin Training,4.28,Hour,233.01,USD,1.0,4148.55,207.43,4355.98,4148.55,Enso EU,US-West,R&D,Internal,Net 45,,
TXN-0003380,Vendor Payment,2024-07-17,Jul 2024,VEN-217163,Processed,Yes,Accenture,5000,COGS,Subscription,,,,,,EUR,1.09,2694.34,0.0,2694.34,2936.83,Enso EU,UK-South,HR,Mid-Market,,ACH,
TXN-0003381,Customer Payment,2024-07-01,Jul 2024,CUS-988552,Undeposited,Yes,Globex Partners,4000,Revenue,Travel & meals,,,,,,USD,1.0,8230.53,0.0,8230.53,8230.53,Enso UK,UK-South,Finance,Mid-Market,,Credit Card,
TXN-0003382,Invoice,2024-07-16,Jul 2024,INV-904896,Partially Paid,Yes,Wayne Inc,4000,Revenue,Monthly charge,SKU-SUP-STD,Standard Support,9.15,Month,542.15,USD,1.0,5868.99,513.54,6382.53,5868.99,Enso UK,EU-Central,Sales,Mid-Market,Net 15,,
TXN-0003383,Invoice,2024-07-01,Jul 2024,INV-980256,Paid In Full,Yes,Wonka LLC,4100,Services Revenue,Travel & meals,SKU-SUP-PREM,Premium Support,7.74,Month,1632.41,USD,1.0,9000.33,450.02,9450.35,9000.33,Enso US,US-East,HR,Enterprise,Net 15,,
TXN-0003384,Customer Payment,2024-07-06,Jul 2024,CUS-574347,Deposited,Yes,Umbrella Corp,4100,Services Revenue,Promotion credit,,,,,,USD,1.0,7986.74,0.0,7986.74,7986.74,Enso US,UK-South,Operations,SMB,,Check,
TXN-0003385,Customer Payment,2024-07-08,Jul 2024,CUS-621315,Undeposited,Yes,Cyberdyne Corp,4200,Product Revenue,Support plan,,,,,,EUR,1.09,19440.78,0.0,19440.78,21190.45,Enso US,EU-Central,Marketing,Internal,,ACH,
TXN-0003386,Customer Payment,2024-07-03,Jul 2024,CUS-433049,Undeposited,Yes,Pied Piper LLC,4100,Services Revenue,Cloud services,,,,,,EUR,1.09,4394.74,0.0,4394.74,4790.27,Enso EU,UK-South,Sales,SMB,,ACH,
TXN-0003387,Journal Entry,2024-07-02,Jul 2024,JOU-773113,Approved,Yes,HP,4200,Product Revenue,Monthly charge,,,,,,USD,1.0,19353.2,0.0,19353.2,19353.2,Enso US,UK-South,Operations,Enterprise,,,
TXN-0003388,Vendor Payment,2024-07-07,Jul 2024,VEN-270089,Processed,Yes,Oracle,5000,COGS,Training session,,,,,,USD,1.0,3939.4,0.0,3939.4,3939.4,Enso UK,US-West,R&D,Enterprise,,Check,
TXN-0003389,Journal Entry,2024-07-21,Jul 2024,JOU-295614,Approved,Yes,Microsoft,4100,Services Revenue,Hardware purchase,,,,,,USD,1.0,11946.51,0.0,11946.51,11946.51,Enso EU,UK-South,Sales,Internal,,,
TXN-0003390,Invoice,2024-07-20,Jul 2024,INV-278557,Partially Paid,Yes,Tyrell Partners,4200,Product Revenue,Consulting services,SKU-ENSO-TEAM,Enso Team License,1.0,Each,118.76,EUR,1.09,16929.56,0.0,16929.56,18453.22,Enso EU,US-West,Finance,Mid-Market,Net 30,,
TXN-0003391,Bill,2024-07-22,Jul 2024,BIL-796281,Partially Paid,Yes,Salesforce,6000,Sales & Marketing,Quarterly true-up,SKU-ENSO-PRO,Enso Pro License,4.22,Each,147.28,USD,1.0,6435.91,0.0,6435.91,6435.91,Enso EU,US-East,Operations,Internal,Due on Receipt,,
TXN-0003392,Credit Memo,2024-07-01,Jul 2024,CRE-453749,Open,Yes,Wayne Corp,4200,Product Revenue,Travel & meals,SKU-ENSO-TEAM,Enso Team License,4.84,Each,1858.14,USD,1.0,-20293.64,0.0,-20293.64,-20293.64,Enso EU,US-West,Finance,Internal,,,
TXN-0003393,Invoice,2024-07-14,Jul 2024,INV-708825,Partially Paid,Yes,Massive Dynamic Corp,4100,Services Revenue,License renewal,SKU-SUP-STD,Standard Support,1.0,Month,594.68,USD,1.0,16037.89,1523.6,17561.49,16037.89,Enso US,EU-Central,R&D,Internal,Due on Receipt,,
TXN-0003394,Invoice,2024-07-16,Jul 2024,INV-990145,Open,Yes,Aperture Inc,4000,Revenue,Quarterly true-up,SKU-TRNG-01,Admin Training,1.84,Hour,1255.8,USD,1.0,17970.29,0.0,17970.29,17970.29,Enso EU,US-East,Operations,Mid-Market,Due on Receipt,,
TXN-0003395,Invoice,2024-07-17,Jul 2024,INV-864585,Partially Paid,Yes,Tyrell Partners,4200,Product Revenue,Travel & meals,SKU-ENSO-TEAM,Enso Team License,4.99,Each,150.37,GBP,1.27,11335.31,1076.85,12412.16,14395.84,Enso US,US-West,R&D,Internal,Due on Receipt,,
TXN-0003396,Cash Sale,2024-07-18,Jul 2024,CAS-796751,Paid,Yes,Wonka Partners,4000,Revenue,Subscription,SKU-TRNG-01,Admin Training,7.42,Hour,2287.84,USD,1.0,13322.8,666.14,13988.94,13322.8,Enso US,EU-Central,Finance,Mid-Market,,Credit Card,
TXN-0003397,Customer Payment,2024-07-06,Jul 2024,CUS-599391,Undeposited,Yes,Cyberdyne Partners,4200,Product Revenue,License renewal,,,,,,EUR,1.09,21711.85,0.0,21711.85,23665.92,Enso UK,EU-Central,Finance,Enterprise,,ACH,
TXN-0003398,Cash Sale,2024-07-28,Jul 2024,CAS-871644,Paid,Yes,Wonka Inc,4200,Product Revenue,Quarterly true-up,SKU-ENSO-TEAM,Enso Team License,3.25,Each,1918.54,USD,1.0,10798.07,0.0,10798.07,10798.07,Enso EU,EU-Central,Operations,Mid-Market,,Wire,
TXN-0003399,Customer Payment,2024-07-30,Jul 2024,CUS-666309,Undeposited,Yes,Initech Inc,4200,Product Revenue,Monthly charge,,,,,,USD,1.0,8159.37,0.0,8159.37,8159.37,Enso US,US-West,HR,Internal,,Check,
TXN-0003400,Vendor Payment,2024-07-15,Jul 2024,VEN-364212,Processed,Yes,Fastly,6100,R&D Expense,Cloud services,,,,,,GBP,1.27,5783.82,0.0,5783.82,7345.45,Enso UK,US-East,HR,Internal,,Wire,
TXN-0003401,Expense Report,2024-07-21,Jul 2024,EXP-885330,Pending Approval,Yes,Accenture,6000,Sales & Marketing,Hardware purchase,SKU-ENSO-TEAM,Enso Team License,11.73,Each,1932.06,USD,1.0,6049.63,574.71,6624.34,6049.63,Enso UK,UK-South,Marketing,SMB,,,
TXN-0003402,Bill,2024-07-11,Jul 2024,BIL-385750,Partially Paid,Yes,HP,6000,Sales & Marketing,Subscription,SKU-SUP-STD,Standard Support,5.77,Month,1214.81,USD,1.0,5662.93,0.0,5662.93,5662.93,Enso UK,US-East,Marketing,Mid-Market,Net 45,,
TXN-0003403,Invoice,2024-07-19,Jul 2024,INV-324859,Partially Paid,Yes,Pied Piper LLC,4200,Product Revenue,Consulting services,SKU-SUP-STD,Standard Support,8.46,Month,1099.31,USD,1.0,15060.22,753.01,15813.23,15060.22,Enso US,US-West,HR,Mid-Market,Due on Receipt,,
TXN-0003404,Invoice,2024-07-14,Jul 2024,INV-308903,Partially Paid,Yes,Soylent Corp,4200,Product Revenue,Subscription,SKU-TRNG-01,Admin Training,3.36,Hour,1662.06,USD,1.0,758.63,0.0,758.63,758.63,Enso UK,US-West,Finance,SMB,Net 45,,
TXN-0003405,Item Receipt,2024-07-13,Jul 2024,ITE-337505,Received,Yes,Dell,1200,Inventory,Cloud services,SKU-SUP-STD,Standard Support,9.41,Month,2072.11,USD,1.0,4951.73,470.41,5422.14,4951.73,Enso US,US-East,Sales,SMB,,,
TXN-0003406,Bill,2024-07-27,Jul 2024,BIL-324365,Paid In Full,Yes,HP,5000,COGS,Promotion credit,SKU-TRNG-01,Admin Training,4.89,Hour,1762.85,USD,1.0,12951.98,0.0,12951.98,12951.98,Enso EU,EU-Central,Operations,Enterprise,Net 45,,
TXN-0003407,Vendor Credit,2024-07-05,Jul 2024,VEN-709619,Applied,Yes,Google Cloud,6000,Sales & Marketing,Travel & meals,SKU-ENSO-PRO,Enso Pro License,4.47,Each,31.17,USD,1.0,-9617.49,0.0,-9617.49,-9617.49,Enso EU,EU-Central,R&D,Mid-Market,,,
TXN-0003408,Vendor Payment,2024-07-09,Jul 2024,VEN-327978,Processed,Yes,Deloitte,6000,Sales & Marketing,Monthly charge,,,,,,USD,1.0,9167.82,0.0,9167.82,9167.82,Enso UK,US-West,Finance,Internal,,Wire,
TXN-0003409,Cash Sale,2024-07-02,Jul 2024,CAS-211696,Paid,Yes,Initech Partners,4200,Product Revenue,Quarterly true-up,SKU-ENSO-PRO,Enso Pro License,3.99,Each,587.93,USD,1.0,14127.22,1342.09,15469.31,14127.22,Enso EU,EU-Central,Operations,Mid-Market,,Credit Card,
TXN-0003410,Credit Memo,2024-07-10,Jul 2024,CRE-724219,Applied,Yes,Acme LLC,4100,Services Revenue,Travel & meals,SKU-ENSO-TEAM,Enso Team License,4.41,Each,1668.7,USD,1.0,-8051.88,0.0,-8051.88,-8051.88,Enso US,EU-Central,Sales,SMB,,,
TXN-0003411,Bill,2024-07-19,Jul 2024,BIL-163892,Partially Paid,Yes,Accenture,6100,R&D Expense,Consulting services,SKU-SUP-STD,Standard Support,8.88,Month,1955.53,GBP,1.27,10606.81,928.1,11534.91,13470.65,Enso UK,UK-South,Finance,Mid-Market,Net 15,,
TXN-0003412,Vendor Credit,2024-07-19,Jul 2024,VEN-936341,Open,Yes,Dell,6200,G&A Expense,License renewal,SKU-SUP-STD,Standard Support,5.98,Month,1074.84,USD,1.0,-14509.02,0.0,-14509.02,-14509.02,Enso EU,UK-South,Operations,Internal,,,
TXN-0003413,Expense Report,2024-07-22,Jul 2024,EXP-779281,Approved,Yes,Microsoft,6200,G&A Expense,Promotion credit,SKU-ENSO-TEAM,Enso Team License,6.64,Each,1349.85,USD,1.0,12133.37,1061.67,13195.04,12133.37,Enso EU,EU-Central,R&D,Internal,,,
TXN-0003414,Cash Sale,2024-07-16,Jul 2024,CAS-312432,Paid,Yes,Tyrell LLC,4200,Product Revenue,License renewal,SKU-SUP-STD,Standard Support,6.58,Month,901.08,USD,1.0,21230.86,1857.7,23088.56,21230.86,Enso EU,US-East,Finance,Mid-Market,,Check,
TXN-0003415,Bill,2024-07-31,Jul 2024,BIL-207459,Open,Yes,Fastly,6000,Sales & Marketing,License renewal,SKU-SUP-STD,Standard Support,3.96,Month,2018.39,USD,1.0,9948.32,497.42,10445.74,9948.32,Enso UK,US-East,Finance,SMB,Due on Receipt,,
TXN-0003416,Customer Payment,2024-07-03,Jul 2024,CUS-426033,Undeposited,Yes,Globex Corp,4100,Services Revenue,Consulting services,,,,,,USD,1.0,1538.46,0.0,1538.46,1538.46,Enso US,US-West,Finance,Enterprise,,Check,
TXN-0003417,Bill,2024-07-13,Jul 2024,BIL-990824,Paid In Full,Yes,Stripe,6200,G&A Expense,License renewal,SKU-SUP-PREM,Premium Support,1.29,Month,1781.38,USD,1.0,11875.9,1128.21,13004.11,11875.9,Enso UK,UK-South,R&D,Enterprise,Net 15,,
TXN-0003418,Customer Payment,2024-07-14,Jul 2024,CUS-963096,Deposited,Yes,Soylent LLC,4000,Revenue,Travel & meals,,,,,,USD,1.0,3273.61,0.0,3273.61,3273.61,Enso UK,UK-South,Sales,Enterprise,,ACH,
TXN-0003419,Cash Sale,2024-07-26,Jul 2024,CAS-910877,Paid,Yes,Hooli Corp,4100,Services Revenue,Consulting services,SKU-SUP-STD,Standard Support,6.37,Month,490.85,EUR,1.09,18776.17,1783.74,20559.91,20466.03,Enso US,US-East,Finance,Internal,,Wire,
TXN-0003420,Bill,2024-07-19,Jul 2024,BIL-438604,Open,Yes,Fastly,6200,G&A Expense,Quarterly true-up,SKU-TRNG-01,Admin Training,4.51,Hour,2239.59,USD,1.0,13177.04,1251.82,14428.86,13177.04,Enso UK,US-East,Operations,Enterprise,Net 30,,
TXN-0003421,Vendor Payment,2024-07-04,Jul 2024,VEN-381724,Processed,Yes,Deloitte,6200,G&A Expense,Cloud services,,,,,,USD,1.0,4178.98,0.0,4178.98,4178.98,Enso EU,US-West,Finance,Enterprise,,Credit Card,
TXN-0003422,Vendor Payment,2024-07-08,Jul 2024,VEN-758717,Processed,Yes,Accenture,6100,R&D Expense,Subscription,,,,,,USD,1.0,13712.81,0.0,13712.81,13712.81,Enso EU,US-West,Finance,Mid-Market,,Check,
TXN-0003423,Customer Payment,2024-07-12,Jul 2024,CUS-963316,Deposited,Yes,Initech Inc,4200,Product Revenue,Travel & meals,,,,,,GBP,1.27,11586.23,0.0,11586.23,14714.51,Enso UK,EU-Central,Marketing,SMB,,Credit Card,
TXN-0003424,Invoice,2024-07-10,Jul 2024,INV-270084,Open,Yes,Umbrella LLC,4100,Services Revenue,Travel & meals,SKU-TRNG-01,Admin Training,7.29,Hour,640.14,USD,1.0,4352.38,0.0,4352.38,4352.38,Enso UK,US-West,Sales,Mid-Market,Net 45,,
TXN-0003425,Transfer,2024-07-26,Jul 2024,TRA-644349,Completed,Yes,Fastly,1100,Accounts Receivable,Inventory receipt,,,,,,USD,1.0,6856.78,0.0,6856.78,6856.78,Enso US,US-East,Marketing,Mid-Market,,,
TXN-0003426,Bank Deposit,2024-07-04,Jul 2024,BAN-835387,Deposited,Yes,Deloitte,4000,Revenue,Quarterly true-up,,,,,,USD,1.0,44733.22,0.0,44733.22,44733.22,Enso US,US-West,HR,Enterprise,,Wire,
TXN-0003427,Invoice,2024-07-29,Jul 2024,INV-686195,Partially Paid,Yes,Wonka Partners,4000,Revenue,Cloud services,SKU-ENSO-TEAM,Enso Team License,6.08,Each,872.63,USD,1.0,4712.52,0.0,4712.52,4712.52,Enso EU,UK-South,Operations,Internal,Net 30,,
TXN-0003428,Bill,2024-07-28,Jul 2024,BIL-964293,Open,Yes,Salesforce,6200,G&A Expense,Consulting services,SKU-TRNG-01,Admin Training,3.61,Hour,2944.42,USD,1.0,10479.51,0.0,10479.51,10479.51,Enso US,EU-Central,HR,Mid-Market,Net 15,,
TXN-0003429,Bill,2024-07-09,Jul 2024,BIL-858859,Paid In Full,Yes,Stripe,6100,R&D Expense,Quarterly true-up,SKU-SUP-STD,Standard Support,11.11,Month,853.71,USD,1.0,7653.46,727.08,8380.54,7653.46,Enso UK,US-East,Marketing,Mid-Market,Due on Receipt,,
TXN-0003430,Bill,2024-07-07,Jul 2024,BIL-110227,Open,Yes,Zoom,6100,R&D Expense,Quarterly true-up,SKU-SUP-STD,Standard Support,1.0,Month,1010.38,USD,1.0,10498.82,524.94,11023.76,10498.82,Enso UK,UK-South,Marketing,Mid-Market,Net 15,,
TXN-0003431,Bill,2024-07-18,Jul 2024,BIL-911518,Paid In Full,Yes,Cisco,5000,COGS,Inventory receipt,SKU-ENSO-TEAM,Enso Team License,6.11,Each,1138.19,USD,1.0,13323.21,1165.78,14488.99,13323.21,Enso EU,US-West,Marketing,Internal,Due on Receipt,,
TXN-0003432,Bank Deposit,2024-07-05,Jul 2024,BAN-665958,Deposited,Yes,Cisco,5200,Merchant Fees,Travel & meals,,,,,,USD,1.0,19486.9,0.0,19486.9,19486.9,Enso EU,US-West,R&D,Enterprise,,Wire,
TXN-0003433,Bill,2024-07-15,Jul 2024,BIL-520122,Open,Yes,HP,5000,COGS,Monthly charge,SKU-ENSO-PRO,Enso Pro License,5.52,Each,788.44,USD,1.0,5136.08,449.41,5585.49,5136.08,Enso UK,US-East,R&D,Internal,Net 30,,
TXN-0003434,Invoice,2024-07-11,Jul 2024,INV-165931,Paid In Full,Yes,Cyberdyne Partners,4100,Services Revenue,Inventory receipt,SKU-ENSO-PRO,Enso Pro License,3.6,Each,1113.3,USD,1.0,1822.34,91.12,1913.46,1822.34,Enso US,US-West,Marketing,Mid-Market,Net 30,,
TXN-0003435,Expense Report,2024-07-22,Jul 2024,EXP-183070,Paid,Yes,KPMG,5000,COGS,Consulting services,SKU-ENSO-TEAM,Enso Team License,3.29,Each,468.41,EUR,1.09,6949.28,660.18,7609.46,7574.72,Enso US,US-East,Operations,Enterprise,,,
TXN-0003436,Expense Report,2024-07-30,Jul 2024,EXP-783890,Pending Approval,Yes,AWS,5000,COGS,Support plan,SKU-TRNG-01,Admin Training,1.68,Hour,1394.97,USD,1.0,13127.92,1148.69,14276.61,13127.92,Enso US,EU-Central,Finance,Enterprise,,,
TXN-0003437,Transfer,2024-07-12,Jul 2024,TRA-430190,Completed,Yes,Microsoft,6000,Sales & Marketing,Training session,,,,,,USD,1.0,16632.26,0.0,16632.26,16632.26,Enso US,UK-South,Sales,Enterprise,,,
TXN-0003438,Credit Memo,2024-07-04,Jul 2024,CRE-101444,Applied,Yes,Aperture Partners,4200,Product Revenue,Subscription,SKU-ENSO-TEAM,Enso Team License,5.11,Each,1229.67,USD,1.0,-11029.55,0.0,-11029.55,-11029.55,Enso US,US-East,HR,SMB,,,
TXN-0003439,Bill,2024-07-30,Jul 2024,BIL-703604,Paid In Full,Yes,Google Cloud,6000,Sales & Marketing,Support plan,SKU-ENSO-PRO,Enso Pro License,4.2,Each,1290.87,USD,1.0,6089.57,0.0,6089.57,6089.57,Enso UK,UK-South,R&D,SMB,Net 15,,
TXN-0003440,Bank Deposit,2024-07-31,Jul 2024,BAN-594498,Deposited,Yes,Deloitte,6100,R&D Expense,Support plan,,,,,,USD,1.0,42424.42,0.0,42424.42,42424.42,Enso EU,UK-South,Sales,SMB,,Check,
TXN-0003441,Expense Report,2024-07-11,Jul 2024,EXP-944287,Approved,Yes,Dell,5000,COGS,Quarterly true-up,SKU-TRNG-01,Admin Training,6.65,Hour,1979.63,USD,1.0,11486.79,0.0,11486.79,11486.79,Enso UK,US-West,Sales,Enterprise,,,
TXN-0003442,Customer Payment,2024-07-18,Jul 2024,CUS-495107,Undeposited,Yes,Vehement Partners,4100,Services Revenue,Travel & meals,,,,,,USD,1.0,17469.31,0.0,17469.31,17469.31,Enso UK,UK-South,Sales,Enterprise,,Check,
TXN-0003443,Vendor Payment,2024-07-13,Jul 2024,VEN-921449,Processed,Yes,Deloitte,6000,Sales & Marketing,Travel & meals,,,,,,USD,1.0,10653.82,0.0,10653.82,10653.82,Enso EU,UK-South,Finance,SMB,,Credit Card,
TXN-0003444,Invoice,2024-07-28,Jul 2024,INV-566613,Paid In Full,Yes,Umbrella Inc,4200,Product Revenue,Monthly charge,SKU-ENSO-TEAM,Enso Team License,1.7,Each,1851.3,USD,1.0,20296.22,1014.81,21311.03,20296.22,Enso US,EU-Central,Operations,Enterprise,Net 15,,
TXN-0003445,Expense Report,2024-07-07,Jul 2024,EXP-738158,Pending Approval,Yes,Deloitte,6100,R&D Expense,Cloud services,SKU-TRNG-01,Admin Training,3.61,Hour,2163.79,USD,1.0,13598.03,679.9,14277.93,13598.03,Enso US,EU-Central,Marketing,SMB,,,
TXN-0003446,Customer Payment,2024-07-01,Jul 2024,CUS-266669,Deposited,Yes,Soylent LLC,4100,Services Revenue,License renewal,,,,,,USD,1.0,24362.89,0.0,24362.89,24362.89,Enso EU,EU-Central,R&D,Internal,,ACH,
TXN-0003447,Invoice,2024-07-25,Jul 2024,INV-424322,Open,Yes,Wayne Corp,4200,Product Revenue,Quarterly true-up,SKU-ENSO-TEAM,Enso Team License,1.0,Each,1014.61,USD,1.0,18921.04,1797.5,20718.54,18921.04,Enso UK,UK-South,Operations,Internal,Net 45,,
TXN-0003448,Invoice,2024-07-20,Jul 2024,INV-942269,Open,Yes,Vehement Partners,4000,Revenue,Inventory receipt,SKU-SUP-PREM,Premium Support,2.79,Month,2112.72,USD,1.0,21961.38,0.0,21961.38,21961.38,Enso EU,UK-South,Operations,Enterprise,Due on Receipt,,
TXN-0003449,Invoice,2024-07-05,Jul 2024,INV-436458,Partially Paid,Yes,Globex LLC,4200,Product Revenue,Quarterly true-up,SKU-SUP-STD,Standard Support,3.63,Month,2742.83,EUR,1.09,10842.61,542.13,11384.74,11818.44,Enso US,UK-South,Sales,Enterprise,Net 30,,
TXN-0003450,Vendor Payment,2024-07-15,Jul 2024,VEN-538740,Processed,Yes,Deloitte,6100,R&D Expense,Training session,,,,,,USD,1.0,12334.9,0.0,12334.9,12334.9,Enso US,EU-Central,Marketing,SMB,,Wire,
TXN-0003451,Bank Deposit,2024-07-22,Jul 2024,BAN-194818,Deposited,Yes,Deloitte,4200,Product Revenue,Training session,,,,,,USD,1.0,8583.03,0.0,8583.03,8583.03,Enso US,US-West,HR,Mid-Market,,Wire,
TXN-0003452,Transfer,2024-07-10,Jul 2024,TRA-874251,Completed,Yes,Fastly,1000,Checking,Travel & meals,,,,,,USD,1.0,48593.27,0.0,48593.27,48593.27,Enso EU,EU-Central,Marketing,Mid-Market,,,
TXN-0003453,Bill,2024-07-26,Jul 2024,BIL-381313,Paid In Full,Yes,Google Cloud,6000,Sales & Marketing,License renewal,SKU-SUP-PREM,Premium Support,9.14,Month,1053.45,GBP,1.27,12147.42,1154.0,13301.42,15427.22,Enso EU,EU-Central,Marketing,Enterprise,Net 45,,
TXN-0003454,Invoice,2024-07-29,Jul 2024,INV-381766,Open,Yes,Massive Dynamic Partners,4000,Revenue,Cloud services,SKU-TRNG-01,Admin Training,2.05,Hour,1181.85,USD,1.0,1939.82,0.0,1939.82,1939.82,Enso UK,UK-South,R&D,Internal,Net 45,,
TXN-0003455,Item Receipt,2024-07-22,Jul 2024,ITE-223098,Received,Yes,Oracle,1200,Inventory,Training session,SKU-SUP-STD,Standard Support,4.54,Month,189.28,USD,1.0,313.6,27.44,341.04,313.6,Enso EU,US-West,Sales,Mid-Market,,,
TXN-0003456,Customer Payment,2024-07-31,Jul 2024,CUS-120294,Undeposited,Yes,Initech Inc,4100,Services Revenue,Cloud services,,,,,,USD,1.0,6490.74,0.0,6490.74,6490.74,Enso US,US-West,Sales,Internal,,Check,
TXN-0003457,Bill,2024-07-18,Jul 2024,BIL-646552,Open,Yes,Stripe,6100,R&D Expense,Monthly charge,SKU-TRNG-01,Admin Training,3.85,Hour,339.82,USD,1.0,7103.31,621.54,7724.85,7103.31,Enso UK,UK-South,HR,SMB,Net 45,,
TXN-0003458,Cash Sale,2024-07-09,Jul 2024,CAS-343227,Paid,Yes,Stark Corp,4200,Product Revenue,License renewal,SKU-ENSO-PRO,Enso Pro License,9.15,Each,1629.45,USD,1.0,6428.74,610.73,7039.47,6428.74,Enso UK,US-West,Operations,Internal,,Credit Card,
TXN-0003459,Bill,2024-07-18,Jul 2024,BIL-309142,Paid In Full,Yes,Google Cloud,6000,Sales & Marketing,Consulting services,SKU-SUP-PREM,Premium Support,11.4,Month,2428.52,USD,1.0,14687.56,0.0,14687.56,14687.56,Enso EU,UK-South,Marketing,SMB,Due on Receipt,,
TXN-0003460,Bill,2024-07-02,Jul 2024,BIL-930392,Partially Paid,Yes,Deloitte,6000,Sales & Marketing,Consulting services,SKU-TRNG-01,Admin Training,5.3,Hour,1067.59,USD,1.0,6830.52,0.0,6830.52,6830.52,Enso UK,EU-Central,Finance,Enterprise,Net 15,,
TXN-0003461,Invoice,2024-07-30,Jul 2024,INV-634867,Partially Paid,Yes,Vehement LLC,4100,Services Revenue,License renewal,SKU-ENSO-TEAM,Enso Team License,1.0,Each,1566.94,USD,1.0,10686.25,534.31,11220.56,10686.25,Enso US,US-West,Finance,Enterprise,Net 15,,
TXN-0003462,Credit Memo,2024-07-25,Jul 2024,CRE-922005,Open,Yes,Stark LLC,4200,Product Revenue,Quarterly true-up,SKU-ENSO-TEAM,Enso Team License,5.75,Each,2158.98,USD,1.0,-20604.13,0.0,-20604.13,-20604.13,Enso UK,US-East,Operations,Enterprise,,,
TXN-0003463,Invoice,2024-07-12,Jul 2024,INV-790553,Partially Paid,Yes,Wonka Corp,4000,Revenue,Travel & meals,SKU-ENSO-TEAM,Enso Team License,4.82,Each,841.18,USD,1.0,9574.05,909.53,10483.58,9574.05,Enso EU,UK-South,Finance,Mid-Market,Due on Receipt,,
TXN-0003464,Bill,2024-07-22,Jul 2024,BIL-350493,Partially Paid,Yes,Dell,6000,Sales & Marketing,Travel & meals,SKU-SUP-PREM,Premium Support,10.53,Month,169.63,USD,1.0,11347.1,1077.97,12425.07,11347.1,Enso US,US-East,Marketing,SMB,Due on Receipt,,
TXN-0003465,Invoice,2024-07-17,Jul 2024,INV-187862,Open,Yes,Initech Partners,4000,Revenue,Support plan,SKU-ENSO-TEAM,Enso Team License,5.86,Each,429.82,USD,1.0,12197.0,0.0,12197.0,12197.0,Enso EU,US-West,HR,Enterprise,Net 30,,
TXN-0003466,Invoice,2024-07-13,Jul 2024,INV-767318,Partially Paid,Yes,Wayne Inc,4200,Product Revenue,License renewal,SKU-SUP-PREM,Premium Support,8.99,Month,413.85,USD,1.0,7966.83,697.1,8663.93,7966.83,Enso UK,UK-South,Operations,Internal,Due on Receipt,,
TXN-0003467,Transfer,2024-07-19,Jul 2024,TRA-252593,Completed,Yes,AWS,1100,Accounts Receivable,Training session,,,,,,USD,1.0,41422.18,0.0,41422.18,41422.18,Enso UK,UK-South,R&D,SMB,,,
TXN-0003468,Bill,2024-07-27,Jul 2024,BIL-773766,Partially Paid,Yes,Salesforce,5000,COGS,Travel & meals,SKU-SUP-PREM,Premium Support,1.01,Month,629.32,USD,1.0,4289.94,375.37,4665.31,4289.94,Enso UK,UK-South,Sales,SMB,Net 15,,
TXN-0003469,Invoice,2024-07-23,Jul 2024,INV-101185,Paid In Full,Yes,Umbrella Corp,4000,Revenue,Support plan,SKU-ENSO-PRO,Enso Pro License,2.72,Each,805.11,USD,1.0,1656.63,0.0,1656.63,1656.63,Enso EU,UK-South,HR,Enterprise,Net 45,,
TXN-0003470,Invoice,2024-07-31,Jul 2024,INV-812901,Paid In Full,Yes,Hooli LLC,4000,Revenue,Consulting services,SKU-ENSO-TEAM,Enso Team License,7.04,Each,522.92,USD,1.0,20875.96,0.0,20875.96,20875.96,Enso UK,EU-Central,R&D,SMB,Net 15,,
TXN-0003471,Cash Sale,2024-07-10,Jul 2024,CAS-213337,Paid,Yes,Umbrella LLC,4200,Product Revenue,Travel & meals,SKU-ENSO-PRO,Enso Pro License,8.79,Each,1009.21,USD,1.0,9721.37,0.0,9721.37,9721.37,Enso US,EU-Central,Sales,Mid-Market,,Credit Card,
TXN-0003472,Invoice,2024-07-13,Jul 2024,INV-316831,Open,Yes,Hooli Partners,4100,Services Revenue,Monthly charge,SKU-ENSO-PRO,Enso Pro License,10.59,Each,1323.41,USD,1.0,5542.68,484.98,6027.66,5542.68,Enso UK,EU-Central,Sales,Mid-Market,Due on Receipt,,
